,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
35543,35543,a2238,b1199,the  follower,the field,Apr 1 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35570,35570,a2569,b1199,above the prairie,the pines,Jan 22 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35579,35579,a1645,b1199,sea of noise,st. paul & the broken bones,Sep 9 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35581,35581,a1136,b1199,a big bad beautiful noise,the godfathers,Feb 10 2017,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35584,35584,a1880,b1199,life in the dark,the felice brothers,Jun 24 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35586,35586,a1654,b1199,philosophy of the world [remastered],the shaggs,Sep 9 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35590,35590,a1147,b1199,after the party,the menzingers,Feb 3 2017,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35592,35592,a1643,b1199,live at the hollywood bowl,the beatles,Sep 9 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35600,35600,a1678,b1199,songs from the pale eclipse,the warlocks,Sep 2 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35603,35603,a2196,b1199,hurt & the merciless,the heavy,Apr 8 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35612,35612,a2208,b1199,the peace & truce of future of the left,future of the left,Apr 8 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35631,35631,a2377,b1199,the rarity of experience,chris forsyth & the solar motel band,Mar 4 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35646,35646,a1751,b1199,home of the strange,young the giant,Aug 12 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35659,35659,a1063,b1199,the  breaker,little big town,Feb 24 2017,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35682,35682,a2236,b1199,the  wilderness,explosions in the sky,Apr 1 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35695,35695,a1316,b1199,bamboo diner in the rain,the wave pictures,Nov 18 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35696,35696,a1319,b1199,a very british synthesizer group: the anthology [deluxe edition],the human league,Nov 18 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35711,35711,a1926,b1199,charlie faye & the fayettes,charlie faye & the fayettes,Jun 10 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35721,35721,a1866,b1199,the soft bounce,beyond the wizards sleeve,Jul 1 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35731,35731,a1879,b1199,the mystery lights,the mystery lights,Jun 24 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35732,35732,a1368,b1199,until the hunter,hope sandoval & the warm inventions,Nov 4 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35736,35736,a1254,b1199,run the jewels 3,run the jewels,Dec 25 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35738,35738,a1937,b1199,fitz and the tantrums,fitz & the tantrums,Jun 10 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35749,35749,a1398,b1199,the olympians,the olympians,Oct 28 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35750,35750,a2008,b1199,the ride,catfish & the bottlemen,May 27 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35751,35751,a1258,b1199,africa express presents: the orchestra of syrian musicians [live],the orchestra of syrian musicians,Dec 16 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35762,35762,a1105,b1199,the courtneys ii,the courtneys,Feb 17 2017,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35775,35775,a1436,b1199,mapping the rendezvous,the courteeners,Oct 21 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35779,35779,a1441,b1199,the deaner album,the dean ween group,Oct 21 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35781,35781,a2468,b1199,wynonna & the big noise,wynonna & the big noise,Feb 12 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35821,35821,a2546,b1199,here come the rattling trees,the high llamas,Jan 22 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
35831,35831,a2428,b1200,"yes, i'm a witch too",yoko ono,Feb 19 2016,"yes, i'm a witch too",yoko ono,Feb 12 2016
35833,35833,a2454,b1201,the life of pablo,kanye west,Feb 13 2016,the life of pablo,kanye west,Feb 14 2016
36154,36154,a2426,b1209,painting with,animal collective,Feb 19 2016,painting with,animal collective,Feb 19 2016
36156,36156,a2052,b1210,in our bones,against the current,May 20 2016,in my mind,bj the chicago kid,Feb 19 2016
36171,36171,a1049,b1210,in between,the feelies,Feb 24 2017,in my mind,bj the chicago kid,Feb 19 2016
36230,36230,a1880,b1210,life in the dark,the felice brothers,Jun 24 2016,in my mind,bj the chicago kid,Feb 19 2016
36269,36269,a2445,b1210,in my mind,bj the chicago kid,Feb 19 2016,in my mind,bj the chicago kid,Feb 19 2016
36311,36311,a1785,b1210,bury me in my boots,the cadillac three,Aug 5 2016,in my mind,bj the chicago kid,Feb 19 2016
36336,36336,a1316,b1210,bamboo diner in the rain,the wave pictures,Nov 18 2016,in my mind,bj the chicago kid,Feb 19 2016
36346,36346,a2355,b1210,a  season in hull,the wave pictures,Mar 4 2016,in my mind,bj the chicago kid,Feb 19 2016
36708,36708,a2440,b1211,banshee,the cave singers,Feb 19 2016,banshee,the cave singers,Feb 19 2016
36778,36778,a2436,b1212,phase,jack garratt,Feb 19 2016,phase,jack garratt,Feb 19 2016
36782,36782,a2420,b1214,side pony,lake street dive,Feb 19 2016,side pony,lake street dive,Feb 19 2016
36798,36798,a2429,b1216,livin' on a high note,mavis staples,Feb 19 2016,livin' on a high note,mavis staples,Feb 19 2016
36803,36803,a2438,b1217,need your light,ra ra riot,Feb 19 2016,need your light,ra ra riot,Feb 19 2016
36811,36811,a2422,b1219,taking one for the team,simple plan,Feb 19 2016,taking one for the team,simple plan,Feb 19 2016
37121,37121,a2434,b1221,victorious,wolfmother,Feb 19 2016,victorious,wolfmother,Feb 19 2016
37122,37122,a2448,b1222,the  art of hustle,yo gotti,Feb 19 2016,the art of hustle,yo gotti,Feb 19 2016
37132,37132,a2573,b1223,death of a bachelor,panic! at the disco,Jan 15 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37159,37159,a1469,b1223,these systems are failing,moby & the void pacific choir,Oct 14 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37162,37162,a1418,b1223,running out of love,the radio dept.,Oct 21 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37164,37164,a2572,b1223,confessions of a romance novelist,the anchoress,Jan 15 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37191,37191,a1645,b1223,sea of noise,st. paul & the broken bones,Sep 9 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37193,37193,a1136,b1223,a big bad beautiful noise,the godfathers,Feb 10 2017,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37197,37197,a1654,b1223,philosophy of the world [remastered],the shaggs,Sep 9 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37207,37207,a1659,b1223,signs of light,the head and the heart,Sep 9 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37221,37221,a2330,b1223,prospect of skelmersdale,the magnetic north,Mar 18 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37222,37222,a2208,b1223,the peace & truce of future of the left,future of the left,Apr 8 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37232,37232,a696,b1223,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37234,37234,a698,b1223,a  world of masks,the heliocentrics,May 26 2017,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37241,37241,a2245,b1223,stories for monday,the summer set,Apr 1 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37242,37242,a1735,b1223,of monkees & men,the minus 5,Aug 19 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37253,37253,a1751,b1223,home of the strange,young the giant,Aug 12 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37281,37281,a1793,b1223,"anyway you love, we know how you feel",the chris robinson brotherhood,Jul 29 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37305,37305,a2344,b1223,of desire,the kvb,Mar 11 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37341,37341,a2401,b1223,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37354,37354,a1258,b1223,africa express presents: the orchestra of syrian musicians [live],the orchestra of syrian musicians,Dec 16 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37383,37383,a2204,b1223,call it what it is,ben harper & the innocent criminals,Apr 8 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37393,37393,a2377,b1223,the rarity of experience,chris forsyth & the solar motel band,Mar 4 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37397,37397,a1976,b1223,monolith of phobos,the claypool lennon delirium,Jun 3 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37398,37398,a2283,b1223,one day you will ache like i ache,the body,Mar 25 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
37433,37433,a2397,b1226,for all kings,anthrax,Feb 26 2016,for all kings,anthrax,Feb 26 2016
37434,37434,a2417,b1227,anvil is anvil,anvil,Feb 26 2016,anvil is anvil,anvil,Feb 26 2016
37435,37435,a2393,b1229,dig in deep,bonnie raitt,Feb 26 2016,dig in deep,bonnie raitt,Feb 26 2016
37442,37442,a2416,b1230,vroom vroom [ep],charli xcx,Feb 26 2016,vroom vroom,charli xcx,Feb 26 2016
37561,37561,a2219,b1232,2,the gloaming,Apr 8 2016,2,the gloaming,Feb 26 2016
37769,37769,a2408,b1234,this unruly mess i've made,macklemore & ryan lewis,Feb 26 2016,this unruly mess i've made,macklemore & ryan lewis,Feb 26 2016
37837,37837,a2394,b1239,sviib,school of seven bells,Feb 26 2016,sviib,school of seven bells,Feb 26 2016
37846,37846,a2567,b1240,feed the fire,promise and the monster,Jan 22 2016,in the end his voice will be the sound of paper,trondheim jazz orchestra with kim myhr and jenny hval,Feb 26 2016
37866,37866,a2133,b1240,waltzed in from the rumbling,plants and animals,Apr 29 2016,in the end his voice will be the sound of paper,trondheim jazz orchestra with kim myhr and jenny hval,Feb 26 2016
37876,37876,a1258,b1240,africa express presents: the orchestra of syrian musicians [live],the orchestra of syrian musicians,Dec 16 2016,in the end his voice will be the sound of paper,trondheim jazz orchestra with kim myhr and jenny hval,Feb 26 2016
37877,37877,a1659,b1240,signs of light,the head and the heart,Sep 9 2016,in the end his voice will be the sound of paper,trondheim jazz orchestra with kim myhr and jenny hval,Feb 26 2016
37880,37880,a2418,b1241,charlene,tweet,Feb 26 2016,charlene,tweet,Feb 26 2016
37881,37881,a2403,b1243,summertime: willie nelson sings gershwin,willie nelson,Feb 26 2016,summertime: willie nelson sings gershwin,willie nelson,Feb 26 2016
37886,37886,a2263,b1243,world war willie,willie nile,Apr 1 2016,summertime: willie nelson sings gershwin,willie nelson,Feb 26 2016
37888,37888,a2398,b1244,stranger things,yuck,Feb 26 2016,stranger things,yuck,Feb 26 2016
37899,37899,a2354,b1248,collegrove,2 chainz,Mar 4 2016,collegrove,2 chainz,Mar 4 2016
37900,37900,a2368,b1250,emily's d+evolution,esperanza spalding,Mar 4 2016,emily's d+evolution,esperanza spalding,Mar 4 2016
37905,37905,a2353,b1252,untitled unmastered.,kendrick lamar,Mar 4 2016,untitled unmastered.,kendrick lamar,Mar 4 2016
38215,38215,a2367,b1254,long way home,låpsley,Mar 4 2016,long way home,låpsley,Mar 4 2016
38217,38217,a2357,b1255,iii,miike snow,Mar 4 2016,iii,miike snow,Mar 4 2016
38222,38222,a2359,b1257,united crushers,poliça,Mar 4 2016,united crushers,poliça,Mar 4 2016
38531,38531,a2371,b1259,ouroboros,ray lamontagne,Mar 4 2016,ouroboros,ray lamontagne,Mar 4 2016
38542,38542,a2351,b1260,music for listening to music to,la sera,Mar 4 2016,music for listening to music to,la sera,Mar 4 2016
38876,38876,a2573,b1262,death of a bachelor,panic! at the disco,Jan 15 2016,a man alive,thao & the get down stay down,Mar 4 2016
38957,38957,a2544,b1262,a coliseum complex museum,the besnard lakes,Jan 22 2016,a man alive,thao & the get down stay down,Mar 4 2016
38973,38973,a2224,b1262,three men and a baby,mike & the melvins,Apr 1 2016,a man alive,thao & the get down stay down,Mar 4 2016
38974,38974,a2572,b1262,confessions of a romance novelist,the anchoress,Jan 15 2016,a man alive,thao & the get down stay down,Mar 4 2016
39028,39028,a1921,b1262,man machine poem,the tragically hip,Jun 17 2016,a man alive,thao & the get down stay down,Mar 4 2016
39050,39050,a1319,b1262,a very british synthesizer group: the anthology [deluxe edition],the human league,Nov 18 2016,a man alive,thao & the get down stay down,Mar 4 2016
39058,39058,a2355,b1262,a  season in hull,the wave pictures,Mar 4 2016,a man alive,thao & the get down stay down,Mar 4 2016
39063,39063,a2364,b1262,a man alive,thao & the get down stay down,Mar 4 2016,a man alive,thao & the get down stay down,Mar 4 2016
39116,39116,a2450,b1262,wise ol' man [ep],the fall,Feb 19 2016,a man alive,thao & the get down stay down,Mar 4 2016
39178,39178,a2369,b1263,limitless,tonight alive,Mar 4 2016,limitless,tonight alive,Mar 4 2016
39180,39180,a2365,b1265,we can do anything,violent femmes,Mar 4 2016,we can do anything,violent femmes,Mar 4 2016
39185,39185,a2341,b1267,us and the night,3 doors down,Mar 11 2016,us and the night,3 doors down,Mar 11 2016
39187,39187,a2339,b1269,all my demons greeting me as a friend,aurora,Mar 11 2016,all my demons greeting me as a friend,aurora,Mar 11 2016
39194,39194,a2335,b1271,painkillers,brian fallon,Mar 11 2016,painkillers,brian fallon,Mar 11 2016
39235,39235,a1418,b1273,running out of love,the radio dept.,Oct 21 2016,second love,emmy the great,Mar 11 2016
39355,39355,a1793,b1273,"anyway you love, we know how you feel",the chris robinson brotherhood,Jul 29 2016,second love,emmy the great,Mar 11 2016
39372,39372,a2333,b1273,second love,emmy the great,Mar 11 2016,second love,emmy the great,Mar 11 2016
39505,39505,a2331,b1275,incarnate,killswitch engage,Mar 11 2016,incarnate,killswitch engage,Mar 11 2016
39507,39507,a2340,b1276,telluric,matt corby,Mar 11 2016,telluric,matt corby,Mar 11 2016
39518,39518,a2567,b1280,feed the fire,promise and the monster,Jan 22 2016,gather up the chaps,the falcon,Mar 18 2016
39520,39520,a2569,b1280,above the prairie,the pines,Jan 22 2016,gather up the chaps,the falcon,Mar 18 2016
39549,39549,a2238,b1280,the  follower,the field,Apr 1 2016,gather up the chaps,the falcon,Mar 18 2016
39579,39579,a2322,b1280,up to anything,the goon sax,Mar 18 2016,gather up the chaps,the falcon,Mar 18 2016
39588,39588,a1880,b1280,life in the dark,the felice brothers,Jun 24 2016,gather up the chaps,the falcon,Mar 18 2016
39589,39589,a1654,b1280,philosophy of the world [remastered],the shaggs,Sep 9 2016,gather up the chaps,the falcon,Mar 18 2016
39595,39595,a1643,b1280,live at the hollywood bowl,the beatles,Sep 9 2016,gather up the chaps,the falcon,Mar 18 2016
39602,39602,a1678,b1280,songs from the pale eclipse,the warlocks,Sep 2 2016,gather up the chaps,the falcon,Mar 18 2016
39605,39605,a2196,b1280,hurt & the merciless,the heavy,Apr 8 2016,gather up the chaps,the falcon,Mar 18 2016
39614,39614,a2208,b1280,the peace & truce of future of the left,future of the left,Apr 8 2016,gather up the chaps,the falcon,Mar 18 2016
39645,39645,a1751,b1280,home of the strange,young the giant,Aug 12 2016,gather up the chaps,the falcon,Mar 18 2016
39658,39658,a1254,b1280,run the jewels 3,run the jewels,Dec 25 2016,gather up the chaps,the falcon,Mar 18 2016
39681,39681,a2236,b1280,the  wilderness,explosions in the sky,Apr 1 2016,gather up the chaps,the falcon,Mar 18 2016
39694,39694,a1316,b1280,bamboo diner in the rain,the wave pictures,Nov 18 2016,gather up the chaps,the falcon,Mar 18 2016
39695,39695,a2468,b1280,wynonna & the big noise,wynonna & the big noise,Feb 12 2016,gather up the chaps,the falcon,Mar 18 2016
39696,39696,a1319,b1280,a very british synthesizer group: the anthology [deluxe edition],the human league,Nov 18 2016,gather up the chaps,the falcon,Mar 18 2016
39718,39718,a1866,b1280,the soft bounce,beyond the wizards sleeve,Jul 1 2016,gather up the chaps,the falcon,Mar 18 2016
39727,39727,a1879,b1280,the mystery lights,the mystery lights,Jun 24 2016,gather up the chaps,the falcon,Mar 18 2016
39728,39728,a1368,b1280,until the hunter,hope sandoval & the warm inventions,Nov 4 2016,gather up the chaps,the falcon,Mar 18 2016
39734,39734,a1937,b1280,fitz and the tantrums,fitz & the tantrums,Jun 10 2016,gather up the chaps,the falcon,Mar 18 2016
39744,39744,a1398,b1280,the olympians,the olympians,Oct 28 2016,gather up the chaps,the falcon,Mar 18 2016
